,pid,Player,Position,dob,Shoots,height,height_cm,weight,city,state,country
310,aubucos01,Ossie Aubuchon,LW,1917-01-01,Left,5-10,178,175,,,
311,aucoiad01,Adrian Aucoin,D,1973-07-03,Right,6-2,188,215,Ottawa,Ontario,ca
312,aucoike01,Keith Aucoin,C,1978-11-06,Right,5-8,173,171,Waltham,Massachusetts,us
313,aucoiky01,Kyle Aucoin,D,2002-07-02,Left,5-10,178,164,Ottawa,Ontario,ca
314,audetph01,Philippe Audet,LW,1977-06-04,Left,6-2,188,202,Ottawa,Ontario,ca
315,audetda01,Daniel Audette,C,1996-05-06,Left,5-8,173,168,Blainville,Quebec,ca
316,audetdo01,Donald Audette,RW,1969-09-23,Right,5-8,173,190,Laval,Quebec,ca
317,auffrma01,Matt Auffrey,RW,1986-01-03,,,,,,,
318,augele01,Les Auge,D,1953-05-16,Left,6-1,185,190,,,
319,augerch01,Chris Auger,C,1987-12-16,,,,,,,
320,augerju01,Justin Auger,RW,1994-05-14,Right,6-7,201,229,Kitchener,Ontario,ca
321,auguspa01,Patrik Augusta,RW,1969-11-13,Left,5-10,178,170,Jihlava,Czechoslovakia,cs
322,auldal01,Alex Auld,G,1981-01-07,,6-4,193,215,,,
323,aulieke01,Keith Aulie,D,1989-06-11,Left,6-6,198,222,Rouleau,Saskatchewan,ca
324,aulinja01,Jared Aulin,C/RW,1982-03-15,Right,6-0,183,192,Calgary,Alberta,ca
325,auriela01,Larry Aurie,RW,1905-02-08,Right,5-6,168,148,Sudbury,Ontario,ca
326,ausmuga01,Gage Ausmus,D,1995-04-22,,,,,,,
327,austibr01,Brady Austin,D,1993-06-16,Left,6-4,193,229,Bobcaygeon,Ontario,ca
328,auvityo01,Yohann Auvitu,D,1989-07-27,Left,5-11,180,187,,,
329,averyse01,Sean Avery,C,1980-04-10,Left,5-10,178,195,Pickering,Ontario,ca
330,avtsial01,Alexander Avtsin,RW,1991-03-19,,,,,,,
331,awreydo01,Don Awrey,D,1943-07-18,Left,6-0,183,175,Kitchener,Ontario,ca
332,axelsan01,Anton Axelsson,LW,1986-01-16,,,,,,,
333,axelsdi01,Dick Axelsson,W,1987-04-25,,,,,,,
334,axelsem01,Emil Axelsson,D,1986-03-19,,,,,,,
335,axelspj01,P.J. Axelsson,LW,1975-02-26,Left,6-1,185,188,Kungalv,Sweden,se
336,ayresda01,David Ayres,G,1977-08-12,,6-0,183,201,Whitby,Ontario,ca
337,ayresve01,Vern Ayres,D,1909-04-27,Left,6-2,188,220,Toronto,Ontario,ca
338,azeveju01,Justin Azevedo,C,1988-04-01,,,,,,,
339,babanpe01,Pete Babando,LW,1925-05-10,Left,5-9,175,187,Braeburn,Pennsylvania,us
340,babarse01,Sergei Babariko,G,,,,,,,,
341,babchan01,Anton Babchuk,D,1984-05-06,Right,6-5,196,200,Kiev,USSR,su
342,babcobo01,Bobby Babcock,D,1968-08-03,Left,6-1,185,222,Agincourt,Ontario,ca
343,babewa01,Warren Babe,LW,1968-09-07,Left,6-2,188,190,,,
344,babenyu01,Yuri Babenko,C,1978-01-02,Left,6-1,185,200,Penza,USSR,su
345,babinmi01,Mitch Babin,C,1954-11-01,Left,6-2,188,195,Kapuskasing,Ontario,ca
346,babyjo01,John Baby,D,1957-05-18,Right,6-0,183,195,Sudbury,Ontario,ca
347,babycda01,Dave Babych,D,1961-05-23,Left,6-2,188,215,Edmonton,Alberta,ca
348,babycwa01,Wayne Babych,RW,1958-06-06,Right,5-11,180,191,Edmonton,Alberta,ca
349,bacaje01,Jergus Baca,D,1965-01-04,Left,6-2,188,211,,,
350,bacasja01,Jason Bacashihua,G,1982-09-20,,5-11,180,177,,,
351,bachry01,Ryan Bach,G,1973-10-21,,6-1,185,185,,,
352,bachmka01,Karch Bachman,LW,1997-03-10,Left,5-10,178,175,,,
353,bachmri01,Richard Bachman,G,1987-07-25,,5-10,178,183,,,
354,backos01,Oskar Back,C,2000-03-12,Left,6-3,190,204,Karlstad,Sweden,se
355,backeda01,David Backes,C,1984-05-01,Right,6-3,190,215,Minneapolis,Minnesota,us
356,backljo01,Johan Backlund,G,1981-07-24,,6-2,188,198,Skelleftea,Sweden,se
357,backlmi01,Mikael Backlund,C,1989-03-17,Left,6-0,183,200,Vasteras,Sweden,se
358,backmch01,Christian Backman,D,1980-04-28,Left,6-4,193,210,Alingsas,Sweden,se
359,backmma01,Mattias Backman,D,1992-10-03,Left,6-2,188,169,Linkoping,Sweden,se
360,backmmi01,Mike Backman,RW,1955-01-02,Right,5-10,178,175,,,
361,backope01,Pete Backor,D,1919-04-29,Left,6-0,183,190,,,
362,backsni02,Nicklas Backstrom,C,1987-11-23,Left,6-1,185,210,Gavle,Sweden,se
363,backsni01,Niklas Backstrom,G,1978-02-13,,6-2,188,192,Helsinki,Finland,fi
364,backsni03,Nils Backstrom,D,1986-06-29,,,,,,,
365,backsra01,Ralph Backstrom,C,1937-09-18,Left,5-10,178,165,,,
366,baddobr01,Brandon Baddock,LW,1995-03-29,Left,6-3,190,215,Vermilion,Alberta,ca
367,badinja01,Jack Badini,C,1998-01-19,Left,6-0,183,203,Greenwich,Connecticut,us
368,baertpa01,Patrik Baertschi,C/RW,1984-08-20,,,,,,,
369,baertsv01,Sven Baertschi,LW,1992-10-05,Left,5-11,180,190,Bern,Switzerland,ch
370,bagnadr01,Drew Bagnall,D,1983-10-26,,6-3,190,220,,,
371,bahenzd01,Zdenek Bahensky,RW,1986-01-03,,,,,,,
372,bahlke01,Kevin Bahl,D,2000-06-27,Left,6-6,198,230,,,
373,baierpa01,Paul Baier,D,1985-02-02,,,,,,,
374,baileac01,Ace Bailey,RW,1903-07-03,Right,5-10,178,160,Bracebridge,Ontario,ca
375,bailega01,Ace Bailey,LW,1948-06-13,Left,5-11,180,192,Lloydminster,Saskatchewan,ca
376,bailebo01,Bob Bailey,RW,1931-05-29,Right,5-11,180,180,Kenora,Ontario,ca
377,baileca01,Casey Bailey,RW,1991-10-27,Right,6-3,190,195,Anchorage,Alaska,us
378,baileja01,Jason Bailey,RW,1987-06-04,,,,,,,
379,bailejo01,Josh Bailey,C,1989-10-02,Left,6-1,185,200,Bowmanville,Ontario,ca
380,baileju01,Justin Bailey,RW,1995-07-01,Right,6-4,193,214,,,
381,baileky01,Kyle Bailey,C,1986-10-15,,,,,,,
382,bailere01,Reid Bailey,D,1956-05-28,Left,6-2,188,200,Toronto,Ontario,ca
383,bailesc01,Scott Bailey,G,1972-05-02,,6-0,183,195,Calgary,Alberta,ca
384,bailljo01,Joel Baillargeon,LW,1964-10-06,Left,6-1,185,205,,,
385,baillro01,Robert Baillargeon,C,1993-11-26,,,,,,,
386,bainda01,Dan Bain,C,1874-02-14,,,,,Belleville,Ontario,ca
387,bairdke01,Ken Baird,D,1951-02-01,Left,6-0,183,190,Flon,Manitoba,ca
388,bajkopa01,Patrick Bajkov,F,1997-11-27,Right,6-0,183,186,,,
389,bakerbi01,Bill Baker,D,1956-11-29,Left,6-1,185,195,,,
390,bakerho01,Hobey Baker,R,1892-01-15,Right,5-9,175,160,Wissahickon,Pennsylvania,us
391,bakerja01,Jamie Baker,C,1966-08-31,Left,6-0,183,195,Ottawa,Ontario,ca
392,bakerst01,Steve Baker,G,1957-05-06,,6-3,190,200,Boston,Massachusetts,us
393,bakovpe01,Peter Bakovic,RW,1965-01-31,Right,6-2,188,200,,,
394,balach01,Chris Bala,LW,1978-09-24,Left,6-1,185,196,Alexandria,Virginia,us
395,balanst01,Stanislav Balan,C,1986-01-30,,,,,,,
396,balasja01,Jaroslav Balastik,RW,1979-11-28,Left,6-2,188,205,Gottwaldov,Czechoslovakia,cs
397,balceru01,Rudolfs Balcers,LW,1997-04-08,Left,5-11,180,175,Latvia,Latvia,lv
398,baldehe01,Helmut Balderis,RW,1952-07-31,Left,5-11,180,190,Riga,USSR,su
399,baldwdo01,Doug Baldwin,D,1922-11-02,Left,6-0,183,175,Winnipeg,Manitoba,ca
400,baldwgo01,Gord Baldwin,D,1987-03-01,,,,,,,
401,balejjo01,Jozef Balej,RW,1982-02-22,Right,6-1,185,195,Myjava,Czechoslovakia,cs
402,balesmi01,Mike Bales,G,1971-08-06,,6-1,185,200,,,
403,balfoea01,Earl Balfour,LW,1933-01-04,Left,6-1,185,180,Toronto,Ontario,ca
404,balfomu01,Murray Balfour,RW,1936-08-24,Right,5-9,175,178,Regina,Saskatchewan,ca
405,balisch01,Chase Balisy,C,1992-02-02,Left,5-11,180,179,Fullerton,California,us
406,ballbl01,Blake Ball,D,1938-02-25,Left,6-3,190,210,,,
407,ballte01,Terry Ball,D,1944-11-29,Right,5-9,175,160,Selkirk,Manitoba,ca
408,ballake01,Keith Ballard,D,1982-11-26,Left,5-11,180,208,Baudette,Minnesota,us
409,balmoma01,Maxim Balmochnykh,LW,1979-03-07,Left,6-1,185,210,Lipetsk,USSR,su
410,balonda01,Dave Balon,LW,1938-08-02,Left,5-10,178,180,Wakaw,Saskatchewan,ca
411,baltibr01,Bryon Baltimore,D,1952-08-26,Right,6-2,188,190,Whitehorse,Yukon,ca
412,baluist01,Stan Baluik,C,1935-10-05,Left,5-8,173,160,,,
413,banckca01,Carter Bancks,C,1989-08-09,Left,5-11,180,181,Calgary,Alberta,ca
414,bancrst01,Steve Bancroft,D,1970-10-06,Left,6-1,185,214,Toronto,Ontario,ca
415,banduje01,Jeff Bandura,D,1957-02-04,Right,6-1,185,195,,,
416,bangda01,Daniel Bang,W,1987-04-19,Left,6-3,190,208,Stockholm,Sweden,se
417,banhafr01,Frank Banham,RW,1975-04-14,Right,6-0,183,190,Calahoo,Alberta,ca
418,banksda01,Darren Banks,LW,1966-03-18,Left,6-2,188,215,Toronto,Ontario,ca
419,bannemu01,Murray Bannerman,G,1957-04-27,,5-11,180,185,,,
420,bannidr01,Drew Bannister,D,1974-04-09,Right,6-2,188,198,Belleville,Ontario,ca
421,bantlca01,Carson Bantle,LW,2002-01-22,Left,6-4,193,194,Onalaska,Wisconsin,us
422,baptini01,Nicholas Baptiste,RW,1995-08-04,Right,6-1,185,205,Ottawa,Ontario,ca
423,barahra01,Ralph Barahona,C,1965-11-16,Left,5-10,178,180,,,
424,baraniv01,Ivan Baranka,D,1985-05-19,Left,6-3,190,205,Ilava,Czechoslovakia,cs
425,baranko01,Konstantin Baranov,RW,1982-01-11,,,,,,,
426,bararda01,David Bararuk,C,1983-05-26,,,,,,,
427,barbaiv01,Ivan Barbashev,C,1995-12-14,Left,6-0,183,187,,,
428,barbean01,Andy Barbe,RW,1923-07-27,Right,6-0,183,170,Coniston,Ontario,ca
429,barbebi01,Bill Barber,LW,1952-07-11,Left,6-0,183,195,Callander,Ontario,ca
430,barbebo01,Bob Barber,D,1943-08-31,Left,5-10,178,172,Fairview,Alberta,ca
431,barbedo01,Don Barber,W,1964-12-02,Left,6-2,188,205,,,
432,barberi01,Riley Barber,RW,1994-02-07,Right,6-0,183,194,Pittsburgh,Pennsylvania,us
433,barbema01,Mark Barberio,D,1990-03-23,Left,6-1,185,200,Montreal,Quebec,ca
434,barchkr01,Krys Barch,RW,1980-03-26,Left,6-2,188,210,Hamilton,Ontario,ca
435,bardrco01,Cole Bardreau,F,1993-07-22,Right,5-10,178,185,,,
436,baribde01,Dereck Baribeau,G,1999-01-22,,6-6,198,225,,,
437,barilbi01,Bill Barilko,D,1927-03-25,Right,5-11,180,180,Timmins,Ontario,ca
438,barinmi01,Michal Barinka,D,1984-06-12,Left,6-3,190,217,Vyskov,Czechoslovakia,cs
439,barkeca01,Cam Barker,D,1986-04-04,Left,6-3,190,223,Winnipeg,Manitoba,ca
440,barkldo01,Doug Barkley,D,1937-01-06,Right,6-2,188,185,Lethbridge,Alberta,ca
441,barklfi01,Filip Barklund,C,2002-08-29,Left,5-11,180,159,Stockholm,Sweden,se
442,barkoal01,Aleksander Barkov,C,1995-09-02,Left,6-3,190,213,Tampere,Finland,fi
443,barlobo01,Bob Barlow,LW,1935-06-17,Left,5-10,178,165,Hamilton,Ontario,ca
444,barnama01,Matthew Barnaby,RW,1973-05-04,Left,6-0,183,189,Ottawa,Ontario,ca
445,barnebl01,Blair Barnes,RW,1960-09-21,Right,5-11,180,190,Windsor,Ontario,ca
446,barnejo01,Joe Barnes,C,1986-06-16,,,,,,,
447,barneno01,Norm Barnes,D,1953-08-24,Left,6-0,183,190,Toronto,Ontario,ca
448,barnery01,Ryan Barnes,LW,1980-01-30,Left,6-1,185,201,Dunnville,Ontario,ca
449,barnest01,Stu Barnes,C,1970-12-25,Right,5-11,180,182,,,
450,barnesc01,Scott Barney,C,1979-03-27,Right,6-4,193,210,Oshawa,Ontario,ca
451,baronma01,Marco Baron,G,1959-04-08,,5-11,180,180,Montreal,Quebec,ca
452,baronmu01,Murray Baron,D,1967-06-01,Left,6-3,190,215,,,
453,baronno01,Normand Baron,LW,1957-12-15,Left,6-0,183,205,Verdun,Quebec,ca
454,barrda01,Dave Barr,RW,1960-11-30,Right,6-1,185,195,Toronto,Ontario,ca
455,barrato01,Tom Barrasso,G,1965-03-31,,6-3,190,210,Boston,Massachusetts,us
456,barraev01,Evan Barratt,C,1999-02-18,Left,5-11,180,182,Bristol,Pennsylvania,us
457,barrado01,Doug Barrault,RW,1970-04-21,Right,6-2,188,205,,,
458,barreal01,Alex Barre-Boulet,F,1997-05-21,Left,5-9,175,172,Montmagny,Quebec,ca
459,barrefr01,Fred Barrett,D,1950-01-26,Left,5-11,180,195,Ottawa,Ontario,ca
460,barrejo01,John Barrett,D,1958-07-01,Left,6-1,185,210,Ottawa,Ontario,ca
461,barrija01,Jay Barriball,LW,1987-05-27,,,,,,,
462,barrido01,Doug Barrie,D,1946-10-02,Right,5-9,175,175,Edmonton,Alberta,ca
463,barrile01,Len Barrie,C,1969-06-04,Right,6-0,183,200,,,
464,barrity01,Tyson Barrie,D,1991-07-26,Right,5-11,180,197,,,
465,barroju01,Justin Barron,D,2001-11-15,Right,6-1,185,195,,,
466,barromo01,Morgan Barron,C,1998-12-02,Left,6-2,188,176,,,
467,barrotr01,Travis Barron,F,1998-08-17,Left,6-1,185,205,Brampton,Canada,ca
468,barryed01,Ed Barry,LW,1919-10-12,Left,5-10,178,180,Wellesley,Massachusetts,us
469,barryma01,Marty Barry,C,1905-12-08,Left,5-11,180,175,,,
470,barryra01,Ray Barry,C,1928-10-04,Left,5-11,180,170,Boston,Massachusetts,us
471,bartama01,Marek Bartanus,RW,1987-02-13,,,,,,,
472,barteda01,Dawson Barteaux,D,2000-01-12,Right,6-0,183,180,Foxwarren,Manitoba,ca
473,bartelu01,Lubos Bartecko,LW,1976-07-14,Left,5-11,180,200,Kezmarok,Czechoslovakia,cs
474,bartero01,Robin Bartel,D,1961-05-16,Left,6-0,183,200,Drake,Saskatchewan,ca
475,barthcl01,Clayton Barthel,D,1986-04-02,,,,,,,
476,bartkma01,Matt Bartkowski,D,1988-06-04,Left,6-1,185,196,Pittsburgh,Pennsylvania,us
477,bartlji01,Jim Bartlett,LW,1932-05-27,Left,5-9,175,165,Verdun,Quebec,ca
478,bartlvi01,Victor Bartley,D,1988-02-17,Left,6-0,183,217,Ottawa,Ontario,ca
479,bartocl01,Cliff Barton,RW,1907-09-03,Right,5-7,170,155,,,
480,bartose01,Seth Barton,D,1999-08-18,Right,6-2,188,174,,,
481,bartope01,Peter Bartos,LW,1973-09-05,Right,6-0,183,185,Martin,Czechoslovakia,cs
482,bartopa01,Patrik Bartosak,G,1993-03-29,,6-1,185,193,,,
483,bartomi01,Milan Bartovic,RW,1981-04-09,Left,5-11,180,200,Trencin,Czechoslovakia,cs
484,bartuos01,Oskars Bartulis,D,1987-01-21,Left,6-2,188,184,Ogre,USSR,su
485,barulko01,Konstantin Barulin,G,1984-09-04,,,,,,,
486,barzama01,Mathew Barzal,C,1997-05-26,Right,6-0,183,187,,,
487,basarjo01,Joe Basaraba,RW,1992-05-02,,,,,,,
488,bashkan01,Andrei Bashkirov,LW,1970-06-22,Left,6-0,183,215,Shelekhov,USSR,su
489,bashkru01,Ruslan Bashkirov,LW,1989-03-07,,,,,,,
490,bassco01,Cody Bass,C,1987-01-07,Right,6-0,183,205,,,
491,bassedo01,Dominic Basse,G,2001-04-22,,6-5,196,179,Alexandria,Virginia,us
492,bassebo01,Bob Bassen,C,1965-05-06,Left,5-10,178,185,Calgary,Alberta,ca
493,basseha01,Hank Bassen,G,1932-12-06,,5-10,178,180,Calgary,Alberta,ca
494,bastry01,Ryan Bast,D,1975-08-27,Left,6-2,188,190,,,
495,bastina01,Nathan Bastian,RW,1997-12-06,Right,6-4,193,207,Kitchener,Ontario,ca
496,bastiba01,Baz Bastien,G,1919-08-29,,5-7,170,160,Timmins,Ontario,ca
497,batemja01,Jamie Bateman,LW,1954-09-16,Left,6-1,185,185,,,
498,batessh01,Shawn Bates,C,1975-04-03,Right,6-0,183,210,Melrose,Massachusetts,us
499,bathefr01,Frank Bathe,D,1954-09-27,Left,6-1,185,185,Oshawa,Ontario,ca
500,bathedr01,Drake Batherson,C,1998-04-27,Right,6-1,185,187,,,
501,bathgan02,Andy Bathgate,C,1991-02-26,,,,,,,
502,bathgan01,Andy Bathgate,RW,1932-08-28,Right,6-0,183,180,Winnipeg,Manitoba,ca
503,bathgfr01,Frank Bathgate,C,1930-02-14,Right,5-10,178,162,Winnipeg,Manitoba,ca
504,battaba01,Bates Battaglia,LW,1975-12-13,Left,6-2,188,205,Chicago,Illinois,us
505,batteje01,Jeff Batters,D,1970-10-23,Right,6-2,188,215,,,
506,batyrru01,Ruslan Batyrshin,D,1975-02-19,Left,6-1,185,185,Moscow,USSR,su
507,bauerbo01,Bobby Bauer,RW,1915-02-16,Right,5-6,168,150,Waterloo,Ontario,ca
508,bauerty01,Tyrel Bauer,D,2002-03-23,Right,6-3,190,206,Calgary,Alberta,ca
509,baumda01,Dan Baum,C,1983-06-04,,,,,,,
510,baumaga01,Garry Bauman,G,1940-07-21,,5-11,180,175,Innisfail,Alberta,ca
511,baumgbe01,Benjamin Baumgartner,C,2000-04-22,Left,5-9,175,165,,,
512,baumgke01,Ken Baumgartner,LW,1966-03-11,Left,6-1,185,205,Flon,Manitoba,ca
513,baumgmi01,Mike Baumgartner,D,1949-01-30,Left,6-2,188,195,Roseau,Minnesota,us
514,baumgno01,Nolan Baumgartner,D,1976-03-23,Right,6-2,188,195,Calgary,Alberta,ca
515,baunbo01,Bob Baun,D,1936-09-09,Right,5-9,175,175,Lanigan,Saskatchewan,ca
516,baunky01,Kyle Baun,RW,1992-05-04,Right,6-2,188,209,Toronto,Ontario,ca
517,bautise01,Sergei Bautin,D,1967-03-11,Left,6-3,190,200,Rogachev,USSR,su
518,bawaro01,Robin Bawa,RW,1966-03-26,Right,6-2,188,214,,,
519,baxtepa01,Paul Baxter,D,1955-10-28,Right,5-11,180,200,Winnipeg,Manitoba,ca
520,baydary01,Ryan Bayda,LW,1980-12-09,Left,5-11,180,185,Saskatoon,Saskatchewan,ca
521,bayrega01,Gavin Bayreuther,D,1994-05-12,Left,6-1,185,195,,,
522,beachco01,Cody Beach,RW,1992-08-08,,6-5,196,190,,,
523,beachky01,Kyle Beach,C,1990-01-13,,,,,,,
524,beadlsa01,Sandy Beadle,LW,1960-07-12,Left,6-2,188,185,Regina,Saskatchewan,ca
525,beaglja01,Jay Beagle,RW/C,1985-10-16,Right,6-3,190,210,Calgary,Alberta,ca
526,beanja01,Jake Bean,D,1998-06-09,Left,6-1,185,189,Calgary,Alberta,ca
527,bearet01,Ethan Bear,D,1997-06-26,Right,5-11,180,197,Regina,Saskatchewan,ca
528,bearsza01,Zach Bearson,RW,1987-06-13,,,,,,,
529,beatofr01,Frank Beaton,LW,1953-04-28,Left,5-10,178,200,,,
530,beattma01,Matthew Beattie,LW,1992-12-14,,,,,,,
531,beattre01,Red Beattie,LW,1907-10-02,Left,5-9,175,170,,,
532,beaucal01,Alex Beaucage,RW,2001-07-25,Right,6-1,185,192,,,
533,beaucfr01,Francois Beauchemin,D,1980-06-04,Left,5-11,180,208,Sorel,Quebec,ca
534,beaucre01,Rejean Beauchemin,G,1985-05-03,,,,,,,
535,beaudje01,J.C. Beaudin,C,1997-03-25,Right,6-1,185,185,Longueuil,Quebec,ca
536,beaudni01,Nicolas Beaudin,D,1999-10-09,Left,5-11,180,168,Chateauguay,Quebec,ca
537,beaudno01,Norm Beaudin,RW,1941-11-28,Right,5-8,173,165,Montmartre,Saskatchewan,ca
538,beauder01,Eric Beaudoin,LW,1980-05-03,Left,6-5,196,210,Ottawa,Ontario,ca
539,beaudse01,Serge Beaudoin,D,1952-11-30,Left,6-2,188,215,Montreal,Quebec,ca
540,beaudyv01,Yves Beaudoin,D,1965-01-07,Right,5-11,180,180,,,
541,beaufma01,Mark Beaufait,C,1970-05-13,Right,5-9,175,170,Livonia,Michigan,us
542,beaulal01,Alain Beaule,D,1946-04-07,Left,6-0,183,200,,,
543,beauljo01,Josh Beaulieu,RW,1987-01-10,,,,,,,
544,beaulna01,Nathan Beaulieu,D,1992-12-05,Left,6-2,188,200,Strathroy,Ontario,ca
545,beaulpi01,Pierre-Olivier Beaulieu,D,1984-02-24,,,,,,,
546,beaupdo01,Don Beaupre,G,1961-09-19,,5-10,178,172,Waterloo,Ontario,ca
547,beaupga01,Gabriel Beaupre,D,1992-11-23,,6-2,188,195,,,
548,beaurst01,Stephane Beauregard,G,1968-01-10,,5-11,180,190,Cowansville,Quebec,ca
549,beauvan01,Anthony Beauvillier,LW,1997-06-08,Left,5-11,180,182,,,
550,beauvfr01,Francis Beauvillier,C/LW,1993-10-22,Left,6-1,185,187,,,
551,beavelu01,Luke Beaverson,D,1984-12-11,,,,,,,
552,beckba01,Barry Beck,D,1957-06-03,Left,6-3,190,216,,,
553,beckno01,Noah Beck,D,2001-03-25,Left,6-3,190,184,,,
554,beckta01,Taylor Beck,RW,1991-05-13,Right,6-2,188,203,,,
555,beckeja01,Jack Becker,C,1997-06-24,Right,6-3,190,188,Dellwood,Minnesota,us
556,beckebo01,Bob Beckett,C,1936-04-08,Left,6-0,183,185,Unionville,Ontario,ca
557,beckfch01,Chris Beckford-Tseu,G,1984-06-22,,6-2,188,201,Toronto,Ontario,ca
558,beckmad01,Adam Beckman,LW,2001-05-10,Left,6-1,185,168,Saskatoon,Canada,ca
559,bedarja01,James Bedard,D,1927-11-19,Left,6-0,183,180,Admiral,Saskatchewan,ca
560,bedarji01,Jim Bedard,G,1956-11-14,,5-10,178,181,,,
561,beddocl01,Clayton Beddoes,C,1970-11-10,Left,5-11,180,190,Bentley,Alberta,ca
562,bednaja02,Jan Bednar,G,2002-08-26,,6-4,193,196,,,
563,bednaja01,Jaroslav Bednar,RW,1976-11-08,Right,6-0,183,198,Prague,Czechoslovakia,cs
564,bednary01,Ryan Bednard,G,1997-03-31,,,,,,,
565,bednajo01,John Bednarski,D,1952-07-04,Left,5-10,178,195,,,
566,beechke01,Kevin Beech,G,1986-09-23,,,,,,,
567,beechkr01,Kris Beech,C,1981-02-05,Left,6-2,188,209,,,
568,beechjo01,John Beecher,C,2001-04-05,Left,6-3,190,212,,,
569,beersbo01,Bob Beers,D,1967-05-20,Right,6-2,188,200,Pittsburgh,Pennsylvania,us
570,beersed01,Eddy Beers,LW,1959-10-12,Left,6-2,188,195,,,
571,beginst01,Steve Begin,C,1978-06-14,Left,6-0,183,192,,,
572,behlidi01,Dick Behling,D,1916-03-16,Right,6-1,185,195,Berlin,Ontario,ca
573,behrema01,Marc Behrend,G,1961-01-11,,6-1,185,180,Madison,Wisconsin,us
574,beislfr01,Frank Beisler,D,1913-10-18,Left,6-2,188,190,,,
575,bekarde01,Derek Bekar,LW,1975-09-15,Left,6-3,190,197,,,
576,belakwa01,Wade Belak,RW,1976-07-03,Right,6-5,196,222,Saskatoon,Saskatchewan,ca
577,belanal01,Alain Belanger,RW,1956-01-18,Right,6-1,185,190,,,
578,belanal02,Alexandre Belanger,G,1995-08-19,,,,,,,
579,belaner01,Eric Belanger,C,1977-12-16,Left,5-11,180,185,Sherbrooke,Quebec,ca
580,belanfr01,Francis Belanger,LW,1978-01-15,Left,6-3,190,228,Bellefeuille,Quebec,ca
581,belanje01,Jesse Belanger,C,1969-06-15,Right,6-1,185,190,,,
582,belanke01,Ken Belanger,LW,1974-05-14,Left,6-4,193,225,,,
583,belanro01,Roger Belanger,C,1965-12-01,Right,6-0,183,190,,,
584,belanst01,Steve Belanger,G,1983-05-20,,,,,,,
585,belanyv01,Yves Belanger,G,1952-09-30,,5-11,180,170,,,
586,belesma01,Matt Beleskey,LW,1988-06-07,Left,6-0,183,207,Windsor,Ontario,ca
587,belfoed01,Ed Belfour,G,1965-04-21,,5-11,180,202,Carman,Manitoba,ca
588,belhumi01,Michel Belhumeur,G,1949-09-02,,5-10,178,160,Sorel,Quebec,ca
589,belisda01,Danny Belisle,RW,1937-05-09,Right,5-10,178,164,,,
590,belivje01,Jean Beliveau,C,1931-08-31,Left,6-3,190,205,,,
591,bellbi01,Billy Bell,C/RW,1891-06-10,Right,5-10,178,180,Lachine,Quebec,ca
592,bellbr02,Brendan Bell,D,1983-03-31,Left,6-2,188,205,Ottawa,Ontario,ca
593,bellbr01,Bruce Bell,D,1965-02-15,Left,6-1,185,190,Toronto,Ontario,ca
594,bellgo01,Gordie Bell,G,1925-03-13,,5-10,178,164,,,
595,bellha01,Huddy Bell,RW/D,1925-10-31,Right,5-9,175,176,Regina,Saskatchewan,ca
596,belljo01,Joe Bell,LW,1923-11-27,Left,5-9,175,165,,,
597,bellma01,Mark Bell,C,1980-08-05,Left,6-3,190,220,,,
598,bellmy01,Myles Bell,RW,1993-08-19,,,,,,,
599,bellaro01,Rob Bellamy,RW,1985-05-30,,,,,,,
600,bellane01,Neil Belland,D,1961-04-03,Left,5-11,180,180,,,
601,bellesh01,Shawn Belle,D,1985-01-03,Left,6-1,185,235,Edmonton,Alberta,ca
602,bellebl01,Blake Bellefeuille,C,1977-12-27,Right,5-10,178,208,Framingham,Massachusetts,us
603,bellepe01,Pete Bellefeuille,RW,1901-10-19,Right,5-10,178,180,,,
604,bellepi01,Pierre-Edouard Bellemare,LW,1985-03-06,Left,6-0,183,198,,,
605,belleth01,Thomas Bellemare,RW,1984-01-11,,,,,,,
606,bellean01,Andy Bellemer,D,1903-07-03,Left,5-11,180,185,Penetanguishene,Ontario,ca
607,bellebr01,Brett Bellemore,D,1988-06-25,Right,6-4,193,225,Windsor,Ontario,ca
608,bellegr01,Greg Beller,W,1987-01-22,,,,,,,
609,bellivi01,Vince Bellissimo,C,1982-12-14,,,,,,,
610,bellobr01,Brian Bellows,LW,1964-09-01,Right,5-11,180,210,,,
611,belloki01,Kieffer Bellows,LW,1998-06-10,Left,6-1,185,199,Edina,Minnesota,us
612,belovan01,Anton Belov,D,1986-07-29,,6-4,193,218,Ryazan,USSR,su
613,belpelo01,Louis Belpedio,D,1996-05-14,Right,5-11,180,196,Skokie,Illinois,us
614,belzial01,Alex Belzile,F,1991-08-31,Right,6-0,183,181,,,
615,bembrga01,Garrett Bembridge,RW,1981-07-06,,,,,,,
616,bemstem01,Emil Bemstrom,C,1999-06-01,Right,6-0,183,190,Nykoping,Sweden,se
617,bendli01,Lin Bend,C,1922-12-20,Left,5-10,178,165,,,
618,bendaja01,Jan Benda,C,1972-03-28,Right,6-3,190,215,Reef,Belgium,be
619,bendfjo01,Jordan Bendfeld,D,1988-02-09,,,,,,,
620,benedcl01,Clint Benedict,G,1892-09-26,,,,,Ottawa,Ontario,ca
621,bengtra01,Rasmus Bengtsson,D,1993-05-14,,,,,,,
622,bennja01,Jamie Benn,LW,1989-07-18,Left,6-2,188,210,,,
623,bennjo01,Jordie Benn,D,1987-07-26,Left,6-2,188,199,,,
