Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,pid,Year,YR_INT
Wade Flaherty,31,NYI,20,,5,11,2,53,491,438,.892,3.03,0,2.0,1048,,,,117,-7.72,0,0,0,4,flahewa01,1998-1999,1999
Grant Fuhr,36,STL,39,,16,11,8,89,827,738,.892,2.43,2,3.4,2193,,,,117,-12.74,0,0,0,12,fuhrgr01,1998-1999,1999
Tyrone Garner,20,CGY,3,,0,2,0,12,74,62,.838,5.18,0,-0.1,139,,,,,,0,0,0,0,garnety01,1998-1999,1999
Sean Gauthier,27,SJS,1,,0,0,0,0,2,2,1.000,0.00,0,0.0,3,,,,,,0,0,0,0,gauthse01,1998-1999,1999
Jean-Sebastien Giguere,21,CGY,15,,6,7,1,46,447,401,.897,3.21,0,2.1,860,,,,112,-4.78,0,1,1,4,gigueje01,1998-1999,1999
Jeff Hackett,30,MTL,53,,24,20,9,117,1360,1243,.914,2.27,5,8.8,3091,,,,93,8.41,0,1,1,6,hackeje01,1998-1999,1999
Jeff Hackett,30,CHI,10,,2,6,1,33,256,223,.871,4.12,0,0.5,524,,,,,,0,0,0,6,hackeje01,1998-1999,1999
Dominik Hasek,34,BUF,64,,30,18,14,119,1877,1758,.937,1.87,9,16.8,3817,,,,69,54.08,0,0,0,14,hasekdo01,1998-1999,1999
Glenn Healy,36,TOR,9,,6,3,0,27,257,230,.895,2.97,0,1.1,546,,,,,,0,0,0,0,healygl01,1998-1999,1999
Guy Hebert,32,MDA,69,,31,29,9,165,2114,1949,.922,2.46,6,15.6,4083,,,,85,29.93,0,1,1,0,hebergu01,1998-1999,1999
Ron Hextall,34,PHI,23,,10,7,4,52,464,412,.888,2.52,0,1.7,1235,,,,122,-9.21,0,2,2,2,hextaro01,1998-1999,1999
Corey Hirsch,26,VAN,20,,3,8,3,48,435,387,.890,3.13,1,1.7,919,,,,120,-7.89,0,0,0,0,hirscco01,1998-1999,1999
Kevin Hodson,26,TBL,5,,2,1,1,11,118,107,.907,2.78,0,0.7,238,,,,,,0,0,0,0,hodsoke01,1998-1999,1999
Kevin Hodson,26,DET,4,,0,2,0,9,79,70,.886,3.08,0,0.3,175,,,,,,0,0,0,0,hodsoke01,1998-1999,1999
Arturs Irbe,31,CAR,62,,27,20,12,135,1753,1618,.923,2.22,6,13.1,3643,,,,84,26.64,0,0,0,10,irbear01,1998-1999,1999
Brent Johnson,21,STL,6,,3,2,0,10,127,117,.921,2.10,0,0.9,286,,,,,,0,0,0,0,johnsbr02,1998-1999,1999
Curtis Joseph,31,TOR,67,,35,24,7,171,1903,1732,.910,2.56,3,11.6,4001,,,,97,4.48,0,5,5,6,josepcu01,1998-1999,1999
Nikolai Khabibulin,26,PHX,63,,32,23,7,130,1681,1551,.923,2.13,8,12.5,3657,,,,84,25.01,0,0,0,8,khabini01,1998-1999,1999
Trevor Kidd,26,CAR,25,,7,10,6,61,640,579,.905,2.69,2,3.5,1358,,,,103,-1.99,0,0,0,0,kiddtr01,1998-1999,1999
Olaf Kolzig,28,WSH,64,,26,31,3,154,1538,1384,.900,2.58,4,7.7,3586,,,,109,-12.18,0,2,2,19,kolziol01,1998-1999,1999
Scott Langkow,23,PHX,1,,0,0,0,3,17,14,.824,5.08,0,-0.1,35,,,,,,0,0,0,0,langksc01,1998-1999,1999
Manny Legace,25,LAK,17,,2,9,2,39,439,400,.911,2.79,0,2.7,899,,,,96,1.48,0,1,1,0,legacma01,1998-1999,1999
Norm Maracle,24,DET,16,,6,5,2,31,379,348,.918,2.27,0,2.6,821,,,,89,3.95,0,0,0,0,maracno01,1998-1999,1999
Chris Mason,22,NSH,3,,0,0,0,6,44,38,.864,5.21,0,0.0,69,,,,,,0,0,0,0,masonch02,1998-1999,1999
Kirk McLean,32,FLA,30,,9,10,4,73,727,654,.900,2.75,2,3.6,1597,,,,109,-5.96,0,0,0,2,mcleaki01,1998-1999,1999
Jamie McLennan,27,STL,33,,13,14,4,70,640,570,.891,2.36,3,2.5,1763,,,,119,-10.99,0,0,0,0,mclenja01,1998-1999,1999
Tyler Moss,23,CGY,11,,3,7,0,23,295,272,.922,2.51,0,2.2,550,,,,,,0,1,1,0,mossty01,1998-1999,1999
Chris Osgood,26,DET,63,,34,25,4,149,1654,1505,.910,2.42,3,10.0,3691,,,,98,3.52,0,3,3,8,osgooch01,1998-1999,1999
Rich Parent,26,STL,10,,4,3,1,22,193,171,.886,2.54,1,0.7,519,,,,,,0,0,0,2,parenri01,1998-1999,1999
Steve Passmore,26,EDM,6,,1,4,1,17,183,166,.907,2.82,0,1.1,362,,,,,,0,1,1,2,passmst01,1998-1999,1999
Jean-Marc Pelletier,20,PHI,1,,0,1,0,5,29,24,.828,5.00,0,-0.1,60,,,,,,0,0,0,0,pelleje01,1998-1999,1999
Felix Potvin,27,NYI,11,,2,7,1,37,345,308,.893,3.66,0,1.5,606,,,,116,-5.19,0,0,0,0,potvife01,1998-1999,1999
Felix Potvin,27,TOR,5,,3,2,0,19,142,123,.866,3.82,0,0.2,299,,,,,,0,0,0,0,potvife01,1998-1999,1999
Daren Puppa,33,TBL,13,,5,6,1,33,350,317,.906,3.14,2,2.0,691,,,,102,-0.73,0,1,1,0,puppada01,1998-1999,1999
Bill Ranford,32,TBL,32,,3,18,3,102,858,756,.881,3.90,1,2.5,1568,,,,129,-22.88,0,0,0,2,ranfobi01,1998-1999,1999
Bill Ranford,32,DET,4,,3,0,1,8,98,90,.918,1.96,0,0.7,244,,,,,,0,0,0,0,ranfobi01,1998-1999,1999
Jeff Reese,32,TOR,2,,1,1,0,8,51,43,.843,4.51,0,-0.1,106,,,,,,0,0,0,0,reeseje01,1998-1999,1999
Damian Rhodes,29,OTT,45,,22,13,7,101,1060,959,.905,2.44,3,5.8,2480,,,,103,-3.26,1,1,2,4,rhodeda01,1998-1999,1999
Mike Richter,32,NYR,68,,27,30,8,170,1898,1728,.910,2.63,4,11.6,3878,,,,97,5.02,0,0,0,0,richtmi01,1998-1999,1999
Dwayne Roloson,29,BUF,18,,6,8,2,42,460,418,.909,2.77,1,2.7,911,,,,99,0.42,0,0,0,4,rolosdw01,1998-1999,1999
Mike Rosati,31,WSH,1,,1,0,0,0,12,12,1.000,0.00,0,0.2,28,,,,,,0,0,0,0,rosatmi01,1998-1999,1999
Dominic Roussel,28,MDA,18,,4,5,4,37,478,441,.923,2.51,1,3.6,884,,,,84,7.08,0,0,0,0,roussdo01,1998-1999,1999
Patrick Roy,33,COL,61,,32,19,8,139,1673,1534,.917,2.29,5,11.4,3648,,,,90,15.27,0,2,2,28,roypa01,1998-1999,1999
Tommy Salo,27,NYI,51,,17,26,7,132,1368,1236,.904,2.62,5,7.3,3018,,,,105,-5.86,0,0,0,12,saloto01,1998-1999,1999
Tommy Salo,27,EDM,13,,8,2,2,27,279,252,.903,2.32,0,1.5,700,,,,,,0,0,0,0,saloto01,1998-1999,1999
Corey Schwab,28,TBL,40,,8,25,3,126,1153,1027,.891,3.52,0,4.6,2146,,,,119,-19.68,0,4,4,4,schwaco01,1998-1999,1999
Steve Shields,26,SJS,37,,15,11,8,80,1011,931,.921,2.22,4,7.3,2162,,,,86,13.22,0,1,1,6,shielst01,1998-1999,1999
Mikhail Shtalenkov,33,EDM,34,,12,17,3,81,782,701,.896,2.67,3,3.6,1819,,,,112,-8.89,0,0,0,2,shtalmi01,1998-1999,1999
Mikhail Shtalenkov,33,PHX,4,,1,2,1,9,104,95,.913,2.22,0,0.7,243,,,,,,0,0,0,0,shtalmi01,1998-1999,1999
Peter Skudra,25,PIT,37,,15,11,5,89,822,733,.892,2.89,3,3.4,1914,,,,117,-13.20,0,0,0,2,skudrpe01,1998-1999,1999
Garth Snow,29,VAN,65,,20,31,8,171,1715,1544,.900,2.99,6,8.6,3501,,,,108,-12.86,0,1,1,34,snowga01,1998-1999,1999
Jamie Storr,23,LAK,28,,12,12,2,61,724,663,.916,2.40,4,4.9,1525,,,,91,5.76,0,1,1,6,storrja01,1998-1999,1999
Rick Tabaracci,30,WSH,23,,4,12,3,50,530,480,.906,2.66,2,3.0,1193,,,,102,-1.13,0,0,0,2,tabarri01,1998-1999,1999
Robbie Tallas,25,BOS,17,,7,7,2,43,421,378,.898,2.61,1,2.0,987,,,,111,-4.18,0,0,0,0,tallaro01,1998-1999,1999
Chris Terreri,34,NJD,12,,8,3,1,30,294,264,.898,2.48,1,1.4,726,,,,,,0,1,1,0,terrech01,1998-1999,1999
Jose Theodore,22,MTL,18,,4,12,0,50,406,356,.877,3.29,1,1.0,913,,,,134,-12.56,0,0,0,0,theodjo01,1998-1999,1999
Jocelyn Thibault,24,CHI,52,,21,26,5,136,1435,1299,.905,2.71,4,8.0,3014,,,,103,-3.68,0,1,1,2,thibajo01,1998-1999,1999
Jocelyn Thibault,24,MTL,10,,3,4,2,23,250,227,.908,2.61,1,1.5,529,,,,,,0,0,0,0,thibajo01,1998-1999,1999
Andrei Trefilov,29,CGY,4,,0,3,0,11,84,73,.869,4.01,0,0.1,162,,,,,,0,0,0,0,trefian01,1998-1999,1999
Andrei Trefilov,29,CHI,1,,0,1,0,4,20,16,.800,9.70,0,-0.1,25,,,,,,0,0,0,0,trefian01,1998-1999,1999
Ron Tugnutt,31,OTT,43,,22,10,8,75,1005,930,.925,1.79,3,7.8,2508,,,,81,17.67,0,0,0,0,tugnuro01,1998-1999,1999
Roman Turek,28,DAL,26,,16,3,3,48,562,514,.915,2.29,1,3.7,1382,,,,93,3.82,0,0,0,0,turekro01,1998-1999,1999
John Vanbiesbrouck,35,PHI,62,,27,18,15,135,1380,1245,.902,2.19,6,7.2,3712,,,,106,-7.75,0,1,1,12,vanbijo01,1998-1999,1999
Mike Vernon,35,SJS,49,,16,22,10,107,1200,1093,.911,2.43,4,7.4,2831,,,,97,3.65,0,0,0,8,vernomi01,1998-1999,1999
Tomas Vokoun,22,NSH,37,,12,18,4,96,1041,945,.908,2.95,1,6.1,1954,,,,100,-0.01,0,1,1,6,vokouto01,1998-1999,1999
Jimmy Waite,29,PHX,16,,6,5,4,41,390,349,.895,2.74,1,1.7,898,,,,114,-5.04,0,0,0,2,waiteji01,1998-1999,1999
Kevin Weekes,23,VAN,11,,0,8,1,34,257,223,.868,3.83,0,0.4,532,,,,,,0,0,0,0,weekeke01,1998-1999,1999
Derek Wilkinson,24,TBL,5,,1,3,1,13,128,115,.898,3.08,0,0.6,253,,,,,,0,0,0,0,wilkide01,1998-1999,1999
Ken Wregget,34,CGY,27,,10,12,4,67,712,645,.906,2.87,1,4.0,1590,,,,102,-1.35,0,1,1,8,wreggke01,1998-1999,1999
Tom Askey,23,MDA,7,,0,1,2,12,113,101,.894,2.64,0,0.5,273,,,,,,0,0,0,0,askeyto01,1997-1998,1998
Tom Barrasso,32,PIT,63,,31,14,13,122,1556,1434,.922,2.07,7,11.8,3542,,,,84,23.89,0,2,2,14,barrato01,1997-1998,1998
Ed Belfour,32,DAL,61,,37,12,10,112,1335,1223,.916,1.88,9,9.3,3581,,,,89,13.17,0,0,0,18,belfoed01,1997-1998,1998
Zac Bierk,21,TBL,13,,1,4,1,30,210,180,.857,4.16,0,0.1,433,,,,,,0,0,0,0,bierkza01,1997-1998,1998
Craig Billington,31,COL,23,,8,7,4,45,588,543,.923,2.32,1,4.6,1162,,,,82,10.13,0,0,0,2,billicr01,1997-1998,1998
Martin Brodeur,25,NJD,70,,43,17,8,130,1569,1439,.917,1.89,10,11.1,4128,,,,88,17.11,0,3,3,10,brodema01,1997-1998,1998
Sean Burke,31,CAR,25,,7,11,5,66,655,589,.899,2.80,1,3.4,1415,,,,107,-4.59,0,1,1,6,burkese01,1997-1998,1998
Sean Burke,31,VAN,16,,2,9,4,49,396,347,.876,3.51,0,1.1,838,,,,132,-11.87,0,1,1,14,burkese01,1997-1998,1998
Sean Burke,31,PHI,11,,7,3,0,27,311,284,.913,2.56,1,2.1,632,,,,,,0,0,0,0,burkese01,1997-1998,1998
Jim Carey,23,BOS,10,,3,2,1,24,225,201,.893,2.90,2,1.0,496,,,,,,0,0,0,0,careyji01,1997-1998,1998
Frederic Chabot,29,LAK,12,,3,3,2,29,267,238,.891,3.14,0,1.2,554,,,,,,0,0,0,0,chabofr01,1997-1998,1998
Dan Cloutier,21,NYR,12,,4,5,1,23,248,225,.907,2.50,0,1.5,551,,,,,,0,0,0,19,cloutda01,1997-1998,1998
Marcel Cousineau,24,TOR,2,,0,0,0,0,9,9,1.000,0.00,0,0.1,17,,,,,,0,0,0,0,cousima01,1997-1998,1998
Byron Dafoe,26,BOS,65,,30,25,9,138,1602,1464,.914,2.24,6,10.8,3693,,,,92,12.20,0,3,3,2,dafoeby01,1997-1998,1998
Mike Dunham,25,NJD,15,,5,5,3,29,332,303,.913,2.25,1,2.2,773,,,,93,2.13,0,1,1,0,dunhami01,1997-1998,1998
Bob Essensa,33,EDM,16,,6,6,1,35,404,369,.913,2.54,0,2.7,825,,,,92,2.88,0,0,0,0,essenbo01,1997-1998,1998
Manny Fernandez,23,DAL,2,,1,0,0,2,35,33,.943,1.73,0,0.3,69,,,,,,0,0,0,0,fernama01,1997-1998,1998
Eric Fichaud,22,NYI,17,,3,8,3,40,422,382,.905,2.97,0,2.5,807,,,,101,-0.43,0,0,0,0,fichaer01,1997-1998,1998
Stephane Fiset,27,LAK,60,,26,25,8,158,1728,1570,.909,2.71,2,10.7,3497,,,,98,4.02,0,1,1,8,fisetst01,1997-1998,1998
Mark Fitzpatrick,29,TBL,34,,7,24,1,102,975,873,.895,3.16,1,4.6,1938,,,,112,-10.58,0,1,1,14,fitzpma01,1997-1998,1998
Mark Fitzpatrick,29,FLA,12,,2,7,2,32,265,233,.879,3.00,1,0.8,640,,,,,,0,0,0,2,fitzpma01,1997-1998,1998
Wade Flaherty,30,NYI,16,,4,4,3,23,309,286,.926,1.99,3,2.5,694,,,,,,0,1,1,0,flahewa01,1997-1998,1998
Mike Fountain,26,CAR,3,,0,3,0,10,68,58,.853,3.68,0,0.0,163,,,,,,0,0,0,2,fountmi01,1997-1998,1998
Grant Fuhr,35,STL,58,,29,21,6,138,1354,1216,.898,2.53,3,6.8,3274,,,,109,-11.05,0,2,2,6,fuhrgr01,1997-1998,1998
Jeff Hackett,29,CHI,58,,21,25,11,126,1520,1394,.917,2.20,8,10.8,3441,,,,88,16.52,0,0,0,8,hackeje01,1997-1998,1998
Dominik Hasek,33,BUF,72,,33,23,13,147,2149,2002,.932,2.09,13,18.6,4220,,,,73,54.49,0,2,2,12,hasekdo01,1997-1998,1998
Glenn Healy,35,TOR,21,,4,10,2,53,453,400,.883,2.98,0,1.5,1068,,,,125,-10.53,0,0,0,0,healygl01,1997-1998,1998
Guy Hebert,31,MDA,46,,13,24,6,130,1339,1209,.903,2.93,3,7.4,2660,,,,104,-4.45,0,1,1,4,hebergu01,1997-1998,1998
Ron Hextall,33,PHI,46,,21,17,7,97,1089,992,.911,2.17,4,7.0,2688,,,,95,5.11,0,0,0,10,hextaro01,1997-1998,1998
Corey Hirsch,25,VAN,1,,0,0,0,5,34,29,.853,6.05,0,0.0,50,,,,,,0,0,0,0,hirscco01,1997-1998,1998
Kevin Hodson,25,DET,21,,9,3,3,44,444,400,.901,2.67,2,2.4,988,,,,106,-2.37,0,0,0,2,hodsoke01,1997-1998,1998
Kelly Hrudey,37,SJS,28,,4,16,2,62,600,538,.897,2.73,1,2.9,1360,,,,110,-5.74,0,0,0,2,hrudeke01,1997-1998,1998
Arturs Irbe,30,VAN,41,,14,11,6,91,982,891,.907,2.73,2,5.9,1999,,,,99,1.07,0,0,0,2,irbear01,1997-1998,1998
Pat Jablonski,30,CAR,5,,1,4,0,14,115,101,.878,3.01,0,0.3,279,,,,,,0,0,0,0,jablopa01,1997-1998,1998
Curtis Joseph,30,EDM,71,,29,31,9,181,1901,1720,.905,2.63,8,11.0,4132,,,,102,-2.76,0,2,2,4,josepcu01,1997-1998,1998
Nikolai Khabibulin,25,PHX,70,,30,28,10,184,1835,1651,.900,2.74,4,9.6,4026,,,,107,-11.95,0,2,2,22,khabini01,1997-1998,1998
Trevor Kidd,25,CAR,47,,21,21,3,97,1237,1140,.922,2.17,3,9.4,2685,,,,84,18.98,0,0,0,2,kiddtr01,1997-1998,1998
Olaf Kolzig,27,WSH,64,,33,18,10,139,1729,1590,.920,2.20,5,12.7,3788,,,,86,23.11,0,1,1,12,kolziol01,1997-1998,1998
Scott Langkow,22,PHX,3,,0,1,1,10,60,50,.833,4.39,0,-0.1,137,,,,,,0,0,0,0,langksc01,1997-1998,1998
Norm Maracle,23,DET,4,,2,0,1,6,63,57,.905,2.02,0,0.4,178,,,,,,0,0,0,0,maracno01,1997-1998,1998
Kirk McLean,31,VAN,29,,6,17,4,97,800,703,.879,3.68,1,2.4,1583,,,,129,-21.99,0,0,0,0,mcleaki01,1997-1998,1998
Kirk McLean,31,FLA,7,,4,2,1,22,207,185,.894,3.25,0,0.9,406,,,,,,0,0,0,0,mcleaki01,1997-1998,1998
Kirk McLean,31,CAR,8,,4,2,0,22,181,159,.878,3.29,0,0.5,401,,,,,,0,1,1,0,mcleaki01,1997-1998,1998
Jamie McLennan,26,STL,30,,16,8,2,60,618,558,.903,2.17,2,3.4,1658,,,,104,-2.06,0,0,0,4,mclenja01,1997-1998,1998
Andy Moog,37,MTL,42,,18,17,5,97,1024,927,.905,2.49,3,6.0,2337,,,,101,-0.99,0,0,0,4,moogan01,1997-1998,1998
Tyler Moss,22,CGY,6,,2,3,1,20,186,166,.892,3.27,0,0.8,367,,,,,,0,0,0,0,mossty01,1997-1998,1998
Jason Muzzatti,27,NYR,6,,0,3,2,17,156,139,.891,3.26,0,0.7,313,,,,,,0,0,0,10,muzzaja01,1997-1998,1998
Jason Muzzatti,27,SJS,1,,0,0,0,2,13,11,.846,4.49,0,0.0,27,,,,,,0,0,0,0,muzzaja01,1997-1998,1998
Chris Osgood,25,DET,64,,33,20,11,140,1605,1465,.913,2.21,6,10.6,3807,,,,93,10.49,0,0,0,31,osgooch01,1997-1998,1998
Rich Parent,25,STL,1,,0,0,0,0,1,1,1.000,0.00,0,0.0,12,,,,,,0,0,0,0,parenri01,1997-1998,1998
Felix Potvin,26,TOR,67,,26,33,7,176,1882,1706,.906,2.73,5,11.2,3864,,,,100,0.46,0,0,0,8,potvife01,1997-1998,1998
Daren Puppa,32,TBL,26,,5,14,6,66,660,594,.900,2.72,0,3.5,1456,,,,107,-4.12,0,0,0,6,puppada01,1997-1998,1998
Bill Ranford,31,WSH,22,,7,12,2,55,555,500,.901,2.79,0,3.0,1183,,,,106,-2.96,0,1,1,0,ranfobi01,1997-1998,1998
Damian Rhodes,28,OTT,50,,19,19,7,107,1148,1041,.907,2.34,5,6.9,2743,,,,99,0.64,0,1,1,0,rhodeda01,1997-1998,1998
Mike Richter,31,NYR,72,,21,31,15,184,1888,1704,.903,2.66,0,10.4,4143,,,,104,-6.98,0,1,1,2,richtmi01,1997-1998,1998
Dwayne Roloson,28,CGY,39,,11,16,8,110,997,887,.890,2.99,0,4.1,2205,,,,118,-16.52,0,4,4,10,rolosdw01,1997-1998,1998
Patrick Roy,32,COL,65,,31,19,13,153,1825,1672,.916,2.39,4,12.8,3835,,,,89,18.11,0,3,3,39,roypa01,1997-1998,1998
Tommy Salo,26,NYI,62,,23,29,5,152,1617,1465,.906,2.64,4,9.5,3461,,,,100,-0.39,0,1,1,31,saloto01,1997-1998,1998
Corey Schwab,27,TBL,16,,2,9,1,40,370,330,.892,2.92,1,1.6,821,,,,115,-5.31,0,0,0,2,schwaco01,1997-1998,1998
Steve Shields,25,BUF,16,,3,6,4,37,408,371,.909,2.83,0,2.6,785,,,,97,1.25,0,0,0,17,shielst01,1997-1998,1998
Mikhail Shtalenkov,32,MDA,40,,13,18,5,110,1031,921,.893,3.22,1,4.7,2049,,,,114,-13.33,0,1,1,0,shtalmi01,1997-1998,1998
Richard Shulmistra,26,NJD,1,,0,1,0,2,30,28,.933,1.94,0,0.3,62,,,,,,0,0,0,0,shulmri01,1997-1998,1998
Peter Sidorkiewicz,34,NJD,1,,0,0,0,1,8,7,.875,3.00,0,0.0,20,,,,,,0,0,0,0,sidorpe01,1997-1998,1998
Peter Skudra,24,PIT,17,,6,4,3,26,341,315,.924,1.83,0,2.7,851,,,,81,5.97,0,1,1,2,skudrpe01,1997-1998,1998
Garth Snow,28,PHI,29,,14,9,4,67,682,615,.902,2.44,1,3.7,1651,,,,105,-3.06,0,0,0,18,snowga01,1997-1998,1998
Garth Snow,28,VAN,12,,3,6,0,26,262,236,.901,3.09,0,1.4,504,,,,,,0,0,0,4,snowga01,1997-1998,1998
Jamie Storr,22,LAK,17,,9,5,1,34,482,448,.929,2.22,2,4.1,920,,,,75,11.19,0,0,0,0,storrja01,1997-1998,1998
Rick Tabaracci,29,CGY,42,,13,22,6,116,1087,971,.893,2.88,0,4.9,2419,,,,114,-14.08,0,1,1,14,tabarri01,1997-1998,1998
Robbie Tallas,24,BOS,14,,6,3,3,24,326,302,.926,1.83,1,2.6,788,,,,,,0,0,0,0,tallaro01,1997-1998,1998
Chris Terreri,33,CHI,21,,8,10,2,49,519,470,.906,2.41,2,3.0,1222,,,,101,-0.34,0,1,1,2,terrech01,1997-1998,1998
Jocelyn Thibault,23,MTL,47,,19,15,8,109,1109,1000,.902,2.47,2,6.0,2652,,,,105,-5.02,0,2,2,0,thibajo01,1997-1998,1998
Andrei Trefilov,28,CHI,6,,1,4,0,17,145,128,.883,3.41,0,0.5,299,,,,,,0,0,0,0,trefian01,1997-1998,1998
Ron Tugnutt,30,OTT,42,,15,14,8,84,882,798,.905,2.25,3,5.1,2236,,,,102,-1.30,0,0,0,0,tugnuro01,1997-1998,1998
Roman Turek,27,DAL,23,,11,10,1,49,496,447,.901,2.22,1,2.7,1324,,,,105,-2.49,0,0,0,2,turekro01,1997-1998,1998
John Vanbiesbrouck,34,FLA,60,,18,29,11,165,1638,1473,.899,2.87,4,8.5,3451,,,,107,-11.42,0,3,3,6,vanbijo01,1997-1998,1998
Mike Vernon,34,SJS,62,,30,22,8,146,1401,1255,.896,2.46,5,6.7,3564,,,,111,-14.64,0,2,2,24,vernomi01,1997-1998,1998
Jimmy Waite,28,PHX,17,,5,6,1,28,322,294,.913,2.12,1,2.1,793,,,,,,0,0,0,2,waiteji01,1997-1998,1998
Kevin Weekes,22,FLA,11,,0,5,1,32,247,215,.870,3.96,0,0.5,485,,,,,,0,0,0,0,weekeke01,1997-1998,1998
Derek Wilkinson,23,TBL,8,,2,4,1,17,148,131,.885,3.28,0,0.5,311,,,,,,0,0,0,0,wilkide01,1997-1998,1998
Ken Wregget,33,PIT,15,,3,6,2,28,293,265,.904,2.75,0,1.7,611,,,,,,0,0,0,6,wreggke01,1997-1998,1998
Scott Bailey,24,BOS,8,,1,5,0,24,181,157,.867,3.66,0,0.3,394,,,,,,0,0,0,0,bailesc01,1996-1997,1997
Mike Bales,25,OTT,1,,0,1,0,4,18,14,.778,4.64,0,-0.1,52,,,,,,0,0,0,0,balesmi01,1996-1997,1997
Tom Barrasso,31,PIT,5,,0,5,0,26,186,160,.860,5.79,0,0.2,270,,,,,,0,0,0,0,barrato01,1996-1997,1997
Don Beaupre,35,TOR,3,,0,3,0,10,60,50,.833,5.46,0,-0.1,110,,,,,,0,0,0,0,beaupdo01,1996-1997,1997
Ed Belfour,31,CHI,33,,11,15,6,88,946,858,.907,2.69,1,5.4,1966,,,,98,2.13,0,0,0,26,belfoed01,1996-1997,1997
Ed Belfour,31,SJS,13,,3,9,0,43,371,328,.884,3.41,1,1.3,757,,,,122,-7.65,0,0,0,8,belfoed01,1996-1997,1997
Jean-Claude Bergeron,28,LAK,1,,0,1,0,4,35,31,.886,4.30,0,0.1,56,,,,,,0,0,0,0,bergeje01,1996-1997,1997
Craig Billington,30,COL,23,,11,8,2,53,584,531,.909,2.65,1,3.4,1200,,,,95,2.64,0,2,2,2,billicr01,1996-1997,1997
Martin Brodeur,24,NJD,67,,37,14,13,120,1633,1513,.927,1.88,10,12.4,3838,,,,77,35.58,0,4,4,8,brodema01,1996-1997,1997
Sean Burke,30,HAR,51,,22,22,6,134,1560,1426,.914,2.69,4,9.9,2985,,,,90,14.63,0,2,2,14,burkese01,1996-1997,1997
Jim Carey,22,WSH,40,,17,18,3,105,984,879,.893,2.75,1,4.3,2293,,,,112,-11.25,0,0,0,2,careyji01,1996-1997,1997
Jim Carey,22,BOS,19,,5,13,0,64,496,432,.871,3.82,0,1.1,1004,,,,135,-16.74,0,0,0,0,careyji01,1996-1997,1997
Jon Casey,34,STL,15,,3,8,0,40,299,259,.866,3.40,0,0.5,707,,,,,,0,0,0,0,caseyjo01,1996-1997,1997
Tim Cheveldae,28,BOS,2,,0,1,0,5,33,28,.848,3.22,0,0.0,93,,,,,,0,0,0,0,cheveti01,1996-1997,1997
Marcel Cousineau,23,TOR,13,,3,5,1,31,317,286,.902,3.29,1,1.6,566,,,,,,0,1,1,0,cousima01,1996-1997,1997
Byron Dafoe,25,LAK,40,,13,17,5,112,1178,1066,.905,3.11,0,6.4,2162,,,,100,0.23,0,0,0,0,dafoeby01,1996-1997,1997
Marc Denis,19,COL,1,,0,1,0,3,26,23,.885,3.02,0,0.1,60,,,,,,0,0,0,0,denisma01,1996-1997,1997
Philippe DeRouville,22,PIT,2,,0,2,0,6,66,60,.909,3.24,0,0.4,111,,,,,,0,0,0,0,derouph01,1996-1997,1997
Parris Duffus,27,PHX,1,,0,0,0,1,8,7,.875,2.08,0,0.0,29,,,,,,0,0,0,0,duffupa01,1996-1997,1997
Mike Dunham,24,NJD,26,,8,7,1,43,456,413,.906,2.55,2,2.5,1013,,,,99,0.45,0,0,0,2,dunhami01,1996-1997,1997
Bob Essensa,32,EDM,19,,4,8,0,41,406,365,.899,2.83,1,2.0,868,,,,106,-2.32,0,0,0,4,essenbo01,1996-1997,1997
Eric Fichaud,21,NYI,34,,9,14,4,91,897,806,.899,3.10,0,4.3,1759,,,,106,-5.54,0,0,0,2,fichaer01,1996-1997,1997
Stephane Fiset,26,LAK,44,,13,24,5,132,1410,1278,.906,3.19,4,7.9,2482,,,,98,2.34,0,0,0,2,fisetst01,1996-1997,1997
Mark Fitzpatrick,28,FLA,30,,8,9,9,66,771,705,.914,2.36,0,4.9,1680,,,,90,7.46,0,1,1,13,fitzpma01,1996-1997,1997
Wade Flaherty,29,SJS,7,,2,4,0,31,202,171,.847,5.18,0,-0.1,359,,,,,,0,0,0,0,flahewa01,1996-1997,1997
Mike Fountain,25,VAN,6,,2,2,0,14,135,121,.896,3.43,1,0.6,245,,,,,,0,0,0,0,fountmi01,1996-1997,1997
Grant Fuhr,34,STL,73,,33,27,11,193,1940,1747,.901,2.72,3,9.8,4261,,,,104,-8.17,0,2,2,6,fuhrgr01,1996-1997,1997
Jean-Sebastien Giguere,19,HAR,8,,1,4,0,24,201,177,.881,3.65,0,0.6,394,,,,,,0,0,0,0,gigueje01,1996-1997,1997
Jeff Hackett,28,CHI,41,,19,18,4,89,1212,1123,.927,2.16,2,9.2,2473,,,,77,26.47,0,1,1,6,hackeje01,1996-1997,1997
Dominik Hasek,32,BUF,67,,37,20,10,153,2177,2024,.930,2.27,5,17.2,4037,,,,74,54.41,0,3,3,30,hasekdo01,1996-1997,1997
Glenn Healy,34,NYR,23,,5,12,4,59,632,573,.907,2.61,1,3.6,1357,,,,98,1.21,0,0,0,4,healygl01,1996-1997,1997
Guy Hebert,30,MDA,67,,29,25,12,172,2133,1961,.919,2.67,4,14.7,3863,,,,85,31.22,0,1,1,4,hebergu01,1996-1997,1997
