pid,Player,Position,dob,Shoots,height,height_cm,weight,city,state,country
aulinja01,Jared Aulin,C/RW,1982-03-15,Right,6-0,183,192,Calgary,Alberta,ca
auriela01,Larry Aurie,RW,1905-02-08,Right,5-6,168,148,Sudbury,Ontario,ca
ausmuga01,Gage Ausmus,D,1995-04-22,,,,,,,
austibr01,Brady Austin,D,1993-06-16,Left,6-4,193,229,Bobcaygeon,Ontario,ca
auvityo01,Yohann Auvitu,D,1989-07-27,Left,5-11,180,187,,,
averyse01,Sean Avery,C,1980-04-10,Left,5-10,178,195,Pickering,Ontario,ca
avtsial01,Alexander Avtsin,RW,1991-03-19,,,,,,,
awreydo01,Don Awrey,D,1943-07-18,Left,6-0,183,175,Kitchener,Ontario,ca
axelsan01,Anton Axelsson,LW,1986-01-16,,,,,,,
axelsdi01,Dick Axelsson,W,1987-04-25,,,,,,,
axelsem01,Emil Axelsson,D,1986-03-19,,,,,,,
axelspj01,P.J. Axelsson,LW,1975-02-26,Left,6-1,185,188,Kungalv,Sweden,se
ayresda01,David Ayres,G,1977-08-12,,6-0,183,201,Whitby,Ontario,ca
ayresve01,Vern Ayres,D,1909-04-27,Left,6-2,188,220,Toronto,Ontario,ca
azeveju01,Justin Azevedo,C,1988-04-01,,,,,,,
babanpe01,Pete Babando,LW,1925-05-10,Left,5-9,175,187,Braeburn,Pennsylvania,us
babarse01,Sergei Babariko,G,,,,,,,,
babchan01,Anton Babchuk,D,1984-05-06,Right,6-5,196,200,Kiev,USSR,su
babcobo01,Bobby Babcock,D,1968-08-03,Left,6-1,185,222,Agincourt,Ontario,ca
babewa01,Warren Babe,LW,1968-09-07,Left,6-2,188,190,,,
babenyu01,Yuri Babenko,C,1978-01-02,Left,6-1,185,200,Penza,USSR,su
babinmi01,Mitch Babin,C,1954-11-01,Left,6-2,188,195,Kapuskasing,Ontario,ca
babyjo01,John Baby,D,1957-05-18,Right,6-0,183,195,Sudbury,Ontario,ca
babycda01,Dave Babych,D,1961-05-23,Left,6-2,188,215,Edmonton,Alberta,ca
babycwa01,Wayne Babych,RW,1958-06-06,Right,5-11,180,191,Edmonton,Alberta,ca
bacaje01,Jergus Baca,D,1965-01-04,Left,6-2,188,211,,,
bacasja01,Jason Bacashihua,G,1982-09-20,,5-11,180,177,,,
bachry01,Ryan Bach,G,1973-10-21,,6-1,185,185,,,
bachmka01,Karch Bachman,LW,1997-03-10,Left,5-10,178,175,,,
bachmri01,Richard Bachman,G,1987-07-25,,5-10,178,183,,,
backos01,Oskar Back,C,2000-03-12,Left,6-3,190,204,Karlstad,Sweden,se
backeda01,David Backes,C,1984-05-01,Right,6-3,190,215,Minneapolis,Minnesota,us
backljo01,Johan Backlund,G,1981-07-24,,6-2,188,198,Skelleftea,Sweden,se
backlmi01,Mikael Backlund,C,1989-03-17,Left,6-0,183,200,Vasteras,Sweden,se
backmch01,Christian Backman,D,1980-04-28,Left,6-4,193,210,Alingsas,Sweden,se
backmma01,Mattias Backman,D,1992-10-03,Left,6-2,188,169,Linkoping,Sweden,se
backmmi01,Mike Backman,RW,1955-01-02,Right,5-10,178,175,,,
backope01,Pete Backor,D,1919-04-29,Left,6-0,183,190,,,
backsni02,Nicklas Backstrom,C,1987-11-23,Left,6-1,185,210,Gavle,Sweden,se
backsni01,Niklas Backstrom,G,1978-02-13,,6-2,188,192,Helsinki,Finland,fi
backsni03,Nils Backstrom,D,1986-06-29,,,,,,,
backsra01,Ralph Backstrom,C,1937-09-18,Left,5-10,178,165,,,
baddobr01,Brandon Baddock,LW,1995-03-29,Left,6-3,190,215,Vermilion,Alberta,ca
badinja01,Jack Badini,C,1998-01-19,Left,6-0,183,203,Greenwich,Connecticut,us
baertpa01,Patrik Baertschi,C/RW,1984-08-20,,,,,,,
baertsv01,Sven Baertschi,LW,1992-10-05,Left,5-11,180,190,Bern,Switzerland,ch
bagnadr01,Drew Bagnall,D,1983-10-26,,6-3,190,220,,,
bahenzd01,Zdenek Bahensky,RW,1986-01-03,,,,,,,
bahlke01,Kevin Bahl,D,2000-06-27,Left,6-6,198,230,,,
baierpa01,Paul Baier,D,1985-02-02,,,,,,,
baileac01,Ace Bailey,RW,1903-07-03,Right,5-10,178,160,Bracebridge,Ontario,ca
bailega01,Ace Bailey,LW,1948-06-13,Left,5-11,180,192,Lloydminster,Saskatchewan,ca
bailebo01,Bob Bailey,RW,1931-05-29,Right,5-11,180,180,Kenora,Ontario,ca
baileca01,Casey Bailey,RW,1991-10-27,Right,6-3,190,195,Anchorage,Alaska,us
baileja01,Jason Bailey,RW,1987-06-04,,,,,,,
bailejo01,Josh Bailey,C,1989-10-02,Left,6-1,185,200,Bowmanville,Ontario,ca
baileju01,Justin Bailey,RW,1995-07-01,Right,6-4,193,214,,,
baileky01,Kyle Bailey,C,1986-10-15,,,,,,,
bailere01,Reid Bailey,D,1956-05-28,Left,6-2,188,200,Toronto,Ontario,ca
bailesc01,Scott Bailey,G,1972-05-02,,6-0,183,195,Calgary,Alberta,ca
bailljo01,Joel Baillargeon,LW,1964-10-06,Left,6-1,185,205,,,
baillro01,Robert Baillargeon,C,1993-11-26,,,,,,,
bainda01,Dan Bain,C,1874-02-14,,,,,Belleville,Ontario,ca
bairdke01,Ken Baird,D,1951-02-01,Left,6-0,183,190,Flon,Manitoba,ca
bajkopa01,Patrick Bajkov,F,1997-11-27,Right,6-0,183,186,,,
bakerbi01,Bill Baker,D,1956-11-29,Left,6-1,185,195,,,
bakerho01,Hobey Baker,R,1892-01-15,Right,5-9,175,160,Wissahickon,Pennsylvania,us
bakerja01,Jamie Baker,C,1966-08-31,Left,6-0,183,195,Ottawa,Ontario,ca
bakerst01,Steve Baker,G,1957-05-06,,6-3,190,200,Boston,Massachusetts,us
bakovpe01,Peter Bakovic,RW,1965-01-31,Right,6-2,188,200,,,
balach01,Chris Bala,LW,1978-09-24,Left,6-1,185,196,Alexandria,Virginia,us
balanst01,Stanislav Balan,C,1986-01-30,,,,,,,
balasja01,Jaroslav Balastik,RW,1979-11-28,Left,6-2,188,205,Gottwaldov,Czechoslovakia,cs
balceru01,Rudolfs Balcers,LW,1997-04-08,Left,5-11,180,175,Latvia,Latvia,lv
baldehe01,Helmut Balderis,RW,1952-07-31,Left,5-11,180,190,Riga,USSR,su
baldwdo01,Doug Baldwin,D,1922-11-02,Left,6-0,183,175,Winnipeg,Manitoba,ca
baldwgo01,Gord Baldwin,D,1987-03-01,,,,,,,
balejjo01,Jozef Balej,RW,1982-02-22,Right,6-1,185,195,Myjava,Czechoslovakia,cs
balesmi01,Mike Bales,G,1971-08-06,,6-1,185,200,,,
balfoea01,Earl Balfour,LW,1933-01-04,Left,6-1,185,180,Toronto,Ontario,ca
balfomu01,Murray Balfour,RW,1936-08-24,Right,5-9,175,178,Regina,Saskatchewan,ca
balisch01,Chase Balisy,C,1992-02-02,Left,5-11,180,179,Fullerton,California,us
ballbl01,Blake Ball,D,1938-02-25,Left,6-3,190,210,,,
ballte01,Terry Ball,D,1944-11-29,Right,5-9,175,160,Selkirk,Manitoba,ca
ballake01,Keith Ballard,D,1982-11-26,Left,5-11,180,208,Baudette,Minnesota,us
balmoma01,Maxim Balmochnykh,LW,1979-03-07,Left,6-1,185,210,Lipetsk,USSR,su
balonda01,Dave Balon,LW,1938-08-02,Left,5-10,178,180,Wakaw,Saskatchewan,ca
baltibr01,Bryon Baltimore,D,1952-08-26,Right,6-2,188,190,Whitehorse,Yukon,ca
baluist01,Stan Baluik,C,1935-10-05,Left,5-8,173,160,,,
banckca01,Carter Bancks,C,1989-08-09,Left,5-11,180,181,Calgary,Alberta,ca
bancrst01,Steve Bancroft,D,1970-10-06,Left,6-1,185,214,Toronto,Ontario,ca
banduje01,Jeff Bandura,D,1957-02-04,Right,6-1,185,195,,,
bangda01,Daniel Bang,W,1987-04-19,Left,6-3,190,208,Stockholm,Sweden,se
banhafr01,Frank Banham,RW,1975-04-14,Right,6-0,183,190,Calahoo,Alberta,ca
banksda01,Darren Banks,LW,1966-03-18,Left,6-2,188,215,Toronto,Ontario,ca
bannemu01,Murray Bannerman,G,1957-04-27,,5-11,180,185,,,
bannidr01,Drew Bannister,D,1974-04-09,Right,6-2,188,198,Belleville,Ontario,ca
bantlca01,Carson Bantle,LW,2002-01-22,Left,6-4,193,194,Onalaska,Wisconsin,us
baptini01,Nicholas Baptiste,RW,1995-08-04,Right,6-1,185,205,Ottawa,Ontario,ca
barahra01,Ralph Barahona,C,1965-11-16,Left,5-10,178,180,,,
baraniv01,Ivan Baranka,D,1985-05-19,Left,6-3,190,205,Ilava,Czechoslovakia,cs
baranko01,Konstantin Baranov,RW,1982-01-11,,,,,,,
bararda01,David Bararuk,C,1983-05-26,,,,,,,
barbaiv01,Ivan Barbashev,C,1995-12-14,Left,6-0,183,187,,,
barbean01,Andy Barbe,RW,1923-07-27,Right,6-0,183,170,Coniston,Ontario,ca
barbebi01,Bill Barber,LW,1952-07-11,Left,6-0,183,195,Callander,Ontario,ca
barbebo01,Bob Barber,D,1943-08-31,Left,5-10,178,172,Fairview,Alberta,ca
barbedo01,Don Barber,W,1964-12-02,Left,6-2,188,205,,,
barberi01,Riley Barber,RW,1994-02-07,Right,6-0,183,194,Pittsburgh,Pennsylvania,us
barbema01,Mark Barberio,D,1990-03-23,Left,6-1,185,200,Montreal,Quebec,ca
barchkr01,Krys Barch,RW,1980-03-26,Left,6-2,188,210,Hamilton,Ontario,ca
bardrco01,Cole Bardreau,F,1993-07-22,Right,5-10,178,185,,,
baribde01,Dereck Baribeau,G,1999-01-22,,6-6,198,225,,,
barilbi01,Bill Barilko,D,1927-03-25,Right,5-11,180,180,Timmins,Ontario,ca
barinmi01,Michal Barinka,D,1984-06-12,Left,6-3,190,217,Vyskov,Czechoslovakia,cs
barkeca01,Cam Barker,D,1986-04-04,Left,6-3,190,223,Winnipeg,Manitoba,ca
barkldo01,Doug Barkley,D,1937-01-06,Right,6-2,188,185,Lethbridge,Alberta,ca
barklfi01,Filip Barklund,C,2002-08-29,Left,5-11,180,159,Stockholm,Sweden,se
barkoal01,Aleksander Barkov,C,1995-09-02,Left,6-3,190,213,Tampere,Finland,fi
barlobo01,Bob Barlow,LW,1935-06-17,Left,5-10,178,165,Hamilton,Ontario,ca
barnama01,Matthew Barnaby,RW,1973-05-04,Left,6-0,183,189,Ottawa,Ontario,ca
barnebl01,Blair Barnes,RW,1960-09-21,Right,5-11,180,190,Windsor,Ontario,ca
barnejo01,Joe Barnes,C,1986-06-16,,,,,,,
barneno01,Norm Barnes,D,1953-08-24,Left,6-0,183,190,Toronto,Ontario,ca
barnery01,Ryan Barnes,LW,1980-01-30,Left,6-1,185,201,Dunnville,Ontario,ca
barnest01,Stu Barnes,C,1970-12-25,Right,5-11,180,182,,,
barnesc01,Scott Barney,C,1979-03-27,Right,6-4,193,210,Oshawa,Ontario,ca
baronma01,Marco Baron,G,1959-04-08,,5-11,180,180,Montreal,Quebec,ca
baronmu01,Murray Baron,D,1967-06-01,Left,6-3,190,215,,,
baronno01,Normand Baron,LW,1957-12-15,Left,6-0,183,205,Verdun,Quebec,ca
barrda01,Dave Barr,RW,1960-11-30,Right,6-1,185,195,Toronto,Ontario,ca
barrato01,Tom Barrasso,G,1965-03-31,,6-3,190,210,Boston,Massachusetts,us
barraev01,Evan Barratt,C,1999-02-18,Left,5-11,180,182,Bristol,Pennsylvania,us
barrado01,Doug Barrault,RW,1970-04-21,Right,6-2,188,205,,,
barreal01,Alex Barre-Boulet,F,1997-05-21,Left,5-9,175,172,Montmagny,Quebec,ca
barrefr01,Fred Barrett,D,1950-01-26,Left,5-11,180,195,Ottawa,Ontario,ca
barrejo01,John Barrett,D,1958-07-01,Left,6-1,185,210,Ottawa,Ontario,ca
barrija01,Jay Barriball,LW,1987-05-27,,,,,,,
barrido01,Doug Barrie,D,1946-10-02,Right,5-9,175,175,Edmonton,Alberta,ca
barrile01,Len Barrie,C,1969-06-04,Right,6-0,183,200,,,
barrity01,Tyson Barrie,D,1991-07-26,Right,5-11,180,197,,,
barroju01,Justin Barron,D,2001-11-15,Right,6-1,185,195,,,
barromo01,Morgan Barron,C,1998-12-02,Left,6-2,188,176,,,
barrotr01,Travis Barron,F,1998-08-17,Left,6-1,185,205,Brampton,Canada,ca
barryed01,Ed Barry,LW,1919-10-12,Left,5-10,178,180,Wellesley,Massachusetts,us
barryma01,Marty Barry,C,1905-12-08,Left,5-11,180,175,,,
barryra01,Ray Barry,C,1928-10-04,Left,5-11,180,170,Boston,Massachusetts,us
bartama01,Marek Bartanus,RW,1987-02-13,,,,,,,
barteda01,Dawson Barteaux,D,2000-01-12,Right,6-0,183,180,Foxwarren,Manitoba,ca
bartelu01,Lubos Bartecko,LW,1976-07-14,Left,5-11,180,200,Kezmarok,Czechoslovakia,cs
bartero01,Robin Bartel,D,1961-05-16,Left,6-0,183,200,Drake,Saskatchewan,ca
barthcl01,Clayton Barthel,D,1986-04-02,,,,,,,
bartkma01,Matt Bartkowski,D,1988-06-04,Left,6-1,185,196,Pittsburgh,Pennsylvania,us
bartlji01,Jim Bartlett,LW,1932-05-27,Left,5-9,175,165,Verdun,Quebec,ca
bartlvi01,Victor Bartley,D,1988-02-17,Left,6-0,183,217,Ottawa,Ontario,ca
bartocl01,Cliff Barton,RW,1907-09-03,Right,5-7,170,155,,,
bartose01,Seth Barton,D,1999-08-18,Right,6-2,188,174,,,
bartope01,Peter Bartos,LW,1973-09-05,Right,6-0,183,185,Martin,Czechoslovakia,cs
bartopa01,Patrik Bartosak,G,1993-03-29,,6-1,185,193,,,
bartomi01,Milan Bartovic,RW,1981-04-09,Left,5-11,180,200,Trencin,Czechoslovakia,cs
bartuos01,Oskars Bartulis,D,1987-01-21,Left,6-2,188,184,Ogre,USSR,su
barulko01,Konstantin Barulin,G,1984-09-04,,,,,,,
barzama01,Mathew Barzal,C,1997-05-26,Right,6-0,183,187,,,
basarjo01,Joe Basaraba,RW,1992-05-02,,,,,,,
bashkan01,Andrei Bashkirov,LW,1970-06-22,Left,6-0,183,215,Shelekhov,USSR,su
bashkru01,Ruslan Bashkirov,LW,1989-03-07,,,,,,,
bassco01,Cody Bass,C,1987-01-07,Right,6-0,183,205,,,
bassedo01,Dominic Basse,G,2001-04-22,,6-5,196,179,Alexandria,Virginia,us
bassebo01,Bob Bassen,C,1965-05-06,Left,5-10,178,185,Calgary,Alberta,ca
basseha01,Hank Bassen,G,1932-12-06,,5-10,178,180,Calgary,Alberta,ca
bastry01,Ryan Bast,D,1975-08-27,Left,6-2,188,190,,,
bastina01,Nathan Bastian,RW,1997-12-06,Right,6-4,193,207,Kitchener,Ontario,ca
bastiba01,Baz Bastien,G,1919-08-29,,5-7,170,160,Timmins,Ontario,ca
batemja01,Jamie Bateman,LW,1954-09-16,Left,6-1,185,185,,,
batessh01,Shawn Bates,C,1975-04-03,Right,6-0,183,210,Melrose,Massachusetts,us
bathefr01,Frank Bathe,D,1954-09-27,Left,6-1,185,185,Oshawa,Ontario,ca
bathedr01,Drake Batherson,C,1998-04-27,Right,6-1,185,187,,,
bathgan02,Andy Bathgate,C,1991-02-26,,,,,,,
bathgan01,Andy Bathgate,RW,1932-08-28,Right,6-0,183,180,Winnipeg,Manitoba,ca
bathgfr01,Frank Bathgate,C,1930-02-14,Right,5-10,178,162,Winnipeg,Manitoba,ca
battaba01,Bates Battaglia,LW,1975-12-13,Left,6-2,188,205,Chicago,Illinois,us
batteje01,Jeff Batters,D,1970-10-23,Right,6-2,188,215,,,
batyrru01,Ruslan Batyrshin,D,1975-02-19,Left,6-1,185,185,Moscow,USSR,su
bauerbo01,Bobby Bauer,RW,1915-02-16,Right,5-6,168,150,Waterloo,Ontario,ca
bauerty01,Tyrel Bauer,D,2002-03-23,Right,6-3,190,206,Calgary,Alberta,ca
baumda01,Dan Baum,C,1983-06-04,,,,,,,
baumaga01,Garry Bauman,G,1940-07-21,,5-11,180,175,Innisfail,Alberta,ca
baumgbe01,Benjamin Baumgartner,C,2000-04-22,Left,5-9,175,165,,,
baumgke01,Ken Baumgartner,LW,1966-03-11,Left,6-1,185,205,Flon,Manitoba,ca
baumgmi01,Mike Baumgartner,D,1949-01-30,Left,6-2,188,195,Roseau,Minnesota,us
baumgno01,Nolan Baumgartner,D,1976-03-23,Right,6-2,188,195,Calgary,Alberta,ca
baunbo01,Bob Baun,D,1936-09-09,Right,5-9,175,175,Lanigan,Saskatchewan,ca
baunky01,Kyle Baun,RW,1992-05-04,Right,6-2,188,209,Toronto,Ontario,ca
bautise01,Sergei Bautin,D,1967-03-11,Left,6-3,190,200,Rogachev,USSR,su
bawaro01,Robin Bawa,RW,1966-03-26,Right,6-2,188,214,,,
baxtepa01,Paul Baxter,D,1955-10-28,Right,5-11,180,200,Winnipeg,Manitoba,ca
baydary01,Ryan Bayda,LW,1980-12-09,Left,5-11,180,185,Saskatoon,Saskatchewan,ca
bayrega01,Gavin Bayreuther,D,1994-05-12,Left,6-1,185,195,,,
beachco01,Cody Beach,RW,1992-08-08,,6-5,196,190,,,
beachky01,Kyle Beach,C,1990-01-13,,,,,,,
beadlsa01,Sandy Beadle,LW,1960-07-12,Left,6-2,188,185,Regina,Saskatchewan,ca
beaglja01,Jay Beagle,RW/C,1985-10-16,Right,6-3,190,210,Calgary,Alberta,ca
beanja01,Jake Bean,D,1998-06-09,Left,6-1,185,189,Calgary,Alberta,ca
bearet01,Ethan Bear,D,1997-06-26,Right,5-11,180,197,Regina,Saskatchewan,ca
bearsza01,Zach Bearson,RW,1987-06-13,,,,,,,
beatofr01,Frank Beaton,LW,1953-04-28,Left,5-10,178,200,,,
beattma01,Matthew Beattie,LW,1992-12-14,,,,,,,
beattre01,Red Beattie,LW,1907-10-02,Left,5-9,175,170,,,
beaucal01,Alex Beaucage,RW,2001-07-25,Right,6-1,185,192,,,
beaucfr01,Francois Beauchemin,D,1980-06-04,Left,5-11,180,208,Sorel,Quebec,ca
beaucre01,Rejean Beauchemin,G,1985-05-03,,,,,,,
beaudje01,J.C. Beaudin,C,1997-03-25,Right,6-1,185,185,Longueuil,Quebec,ca
beaudni01,Nicolas Beaudin,D,1999-10-09,Left,5-11,180,168,Chateauguay,Quebec,ca
beaudno01,Norm Beaudin,RW,1941-11-28,Right,5-8,173,165,Montmartre,Saskatchewan,ca
beauder01,Eric Beaudoin,LW,1980-05-03,Left,6-5,196,210,Ottawa,Ontario,ca
beaudse01,Serge Beaudoin,D,1952-11-30,Left,6-2,188,215,Montreal,Quebec,ca
beaudyv01,Yves Beaudoin,D,1965-01-07,Right,5-11,180,180,,,
beaufma01,Mark Beaufait,C,1970-05-13,Right,5-9,175,170,Livonia,Michigan,us
beaulal01,Alain Beaule,D,1946-04-07,Left,6-0,183,200,,,
beauljo01,Josh Beaulieu,RW,1987-01-10,,,,,,,
beaulna01,Nathan Beaulieu,D,1992-12-05,Left,6-2,188,200,Strathroy,Ontario,ca
beaulpi01,Pierre-Olivier Beaulieu,D,1984-02-24,,,,,,,
beaupdo01,Don Beaupre,G,1961-09-19,,5-10,178,172,Waterloo,Ontario,ca
beaupga01,Gabriel Beaupre,D,1992-11-23,,6-2,188,195,,,
beaurst01,Stephane Beauregard,G,1968-01-10,,5-11,180,190,Cowansville,Quebec,ca
beauvan01,Anthony Beauvillier,LW,1997-06-08,Left,5-11,180,182,,,
beauvfr01,Francis Beauvillier,C/LW,1993-10-22,Left,6-1,185,187,,,
beavelu01,Luke Beaverson,D,1984-12-11,,,,,,,
beckba01,Barry Beck,D,1957-06-03,Left,6-3,190,216,,,
beckno01,Noah Beck,D,2001-03-25,Left,6-3,190,184,,,
beckta01,Taylor Beck,RW,1991-05-13,Right,6-2,188,203,,,
beckeja01,Jack Becker,C,1997-06-24,Right,6-3,190,188,Dellwood,Minnesota,us
beckebo01,Bob Beckett,C,1936-04-08,Left,6-0,183,185,Unionville,Ontario,ca
beckfch01,Chris Beckford-Tseu,G,1984-06-22,,6-2,188,201,Toronto,Ontario,ca
beckmad01,Adam Beckman,LW,2001-05-10,Left,6-1,185,168,Saskatoon,Canada,ca
bedarja01,James Bedard,D,1927-11-19,Left,6-0,183,180,Admiral,Saskatchewan,ca
bedarji01,Jim Bedard,G,1956-11-14,,5-10,178,181,,,
beddocl01,Clayton Beddoes,C,1970-11-10,Left,5-11,180,190,Bentley,Alberta,ca
bednaja02,Jan Bednar,G,2002-08-26,,6-4,193,196,,,
bednaja01,Jaroslav Bednar,RW,1976-11-08,Right,6-0,183,198,Prague,Czechoslovakia,cs
bednary01,Ryan Bednard,G,1997-03-31,,,,,,,
bednajo01,John Bednarski,D,1952-07-04,Left,5-10,178,195,,,
beechke01,Kevin Beech,G,1986-09-23,,,,,,,
beechkr01,Kris Beech,C,1981-02-05,Left,6-2,188,209,,,
beechjo01,John Beecher,C,2001-04-05,Left,6-3,190,212,,,
beersbo01,Bob Beers,D,1967-05-20,Right,6-2,188,200,Pittsburgh,Pennsylvania,us
beersed01,Eddy Beers,LW,1959-10-12,Left,6-2,188,195,,,
beginst01,Steve Begin,C,1978-06-14,Left,6-0,183,192,,,
behlidi01,Dick Behling,D,1916-03-16,Right,6-1,185,195,Berlin,Ontario,ca
behrema01,Marc Behrend,G,1961-01-11,,6-1,185,180,Madison,Wisconsin,us
beislfr01,Frank Beisler,D,1913-10-18,Left,6-2,188,190,,,
bekarde01,Derek Bekar,LW,1975-09-15,Left,6-3,190,197,,,
belakwa01,Wade Belak,RW,1976-07-03,Right,6-5,196,222,Saskatoon,Saskatchewan,ca
belanal01,Alain Belanger,RW,1956-01-18,Right,6-1,185,190,,,
belanal02,Alexandre Belanger,G,1995-08-19,,,,,,,
belaner01,Eric Belanger,C,1977-12-16,Left,5-11,180,185,Sherbrooke,Quebec,ca
belanfr01,Francis Belanger,LW,1978-01-15,Left,6-3,190,228,Bellefeuille,Quebec,ca
belanje01,Jesse Belanger,C,1969-06-15,Right,6-1,185,190,,,
belanke01,Ken Belanger,LW,1974-05-14,Left,6-4,193,225,,,
belanro01,Roger Belanger,C,1965-12-01,Right,6-0,183,190,,,
belanst01,Steve Belanger,G,1983-05-20,,,,,,,
belanyv01,Yves Belanger,G,1952-09-30,,5-11,180,170,,,
belesma01,Matt Beleskey,LW,1988-06-07,Left,6-0,183,207,Windsor,Ontario,ca
belfoed01,Ed Belfour,G,1965-04-21,,5-11,180,202,Carman,Manitoba,ca
belhumi01,Michel Belhumeur,G,1949-09-02,,5-10,178,160,Sorel,Quebec,ca
belisda01,Danny Belisle,RW,1937-05-09,Right,5-10,178,164,,,
belivje01,Jean Beliveau,C,1931-08-31,Left,6-3,190,205,,,
bellbi01,Billy Bell,C/RW,1891-06-10,Right,5-10,178,180,Lachine,Quebec,ca
bellbr02,Brendan Bell,D,1983-03-31,Left,6-2,188,205,Ottawa,Ontario,ca
bellbr01,Bruce Bell,D,1965-02-15,Left,6-1,185,190,Toronto,Ontario,ca
bellgo01,Gordie Bell,G,1925-03-13,,5-10,178,164,,,
bellha01,Huddy Bell,RW/D,1925-10-31,Right,5-9,175,176,Regina,Saskatchewan,ca
belljo01,Joe Bell,LW,1923-11-27,Left,5-9,175,165,,,
bellma01,Mark Bell,C,1980-08-05,Left,6-3,190,220,,,
bellmy01,Myles Bell,RW,1993-08-19,,,,,,,
bellaro01,Rob Bellamy,RW,1985-05-30,,,,,,,
bellane01,Neil Belland,D,1961-04-03,Left,5-11,180,180,,,
bellesh01,Shawn Belle,D,1985-01-03,Left,6-1,185,235,Edmonton,Alberta,ca
bellebl01,Blake Bellefeuille,C,1977-12-27,Right,5-10,178,208,Framingham,Massachusetts,us
bellepe01,Pete Bellefeuille,RW,1901-10-19,Right,5-10,178,180,,,
bellepi01,Pierre-Edouard Bellemare,LW,1985-03-06,Left,6-0,183,198,,,
belleth01,Thomas Bellemare,RW,1984-01-11,,,,,,,
bellean01,Andy Bellemer,D,1903-07-03,Left,5-11,180,185,Penetanguishene,Ontario,ca
bellebr01,Brett Bellemore,D,1988-06-25,Right,6-4,193,225,Windsor,Ontario,ca
bellegr01,Greg Beller,W,1987-01-22,,,,,,,
bellivi01,Vince Bellissimo,C,1982-12-14,,,,,,,
bellobr01,Brian Bellows,LW,1964-09-01,Right,5-11,180,210,,,
belloki01,Kieffer Bellows,LW,1998-06-10,Left,6-1,185,199,Edina,Minnesota,us
belovan01,Anton Belov,D,1986-07-29,,6-4,193,218,Ryazan,USSR,su
belpelo01,Louis Belpedio,D,1996-05-14,Right,5-11,180,196,Skokie,Illinois,us
belzial01,Alex Belzile,F,1991-08-31,Right,6-0,183,181,,,
bembrga01,Garrett Bembridge,RW,1981-07-06,,,,,,,
bemstem01,Emil Bemstrom,C,1999-06-01,Right,6-0,183,190,Nykoping,Sweden,se
bendli01,Lin Bend,C,1922-12-20,Left,5-10,178,165,,,
bendaja01,Jan Benda,C,1972-03-28,Right,6-3,190,215,Reef,Belgium,be
bendfjo01,Jordan Bendfeld,D,1988-02-09,,,,,,,
benedcl01,Clint Benedict,G,1892-09-26,,,,,Ottawa,Ontario,ca
bengtra01,Rasmus Bengtsson,D,1993-05-14,,,,,,,
bennja01,Jamie Benn,LW,1989-07-18,Left,6-2,188,210,,,
bennjo01,Jordie Benn,D,1987-07-26,Left,6-2,188,199,,,
bennead01,Adam Bennett,D,1971-03-30,Right,6-4,193,206,Georgetown,Ontario,ca
bennebe01,Beau Bennett,RW,1991-11-27,Right,6-2,188,195,Gardena,California,us
bennebi01,Bill Bennett,LW,1953-05-31,Left,6-5,196,235,,,
bennebr01,Brett Bennett,G,1988-03-08,,,,,,,
bennecu01,Curt Bennett,LW,1948-03-27,Left,6-3,190,195,Regina,Saskatchewan,ca
bennefr01,Frank Bennett,LW/D,1922-03-04,Right,5-11,180,182,Toronto,Ontario,ca
benneha01,Harvey Bennett,G,1925-07-23,,6-0,183,175,Edington,Saskatchewan,ca
benneha02,Harvey Bennett,C,1952-08-09,Left,6-4,193,215,,,
bennejo01,John Bennett,LW,1950-01-19,Right,6-1,185,175,,,
bennema02,Mac Bennett,D,1991-03-25,Left,6-0,183,189,,,
bennema01,Max Bennett,RW,1912-11-04,Right,5-6,168,157,Cobalt,Ontario,ca
benneri01,Rick Bennett,LW,1967-07-24,Left,6-4,193,215,Springfield,Massachusetts,us
bennesa01,Sam Bennett,C,1996-06-20,Left,6-1,185,195,,,
bennesp01,Spencer Bennett,LW,1990-10-31,,,,,,,
bennewe01,Wendell Bennett,D,1950-03-24,Right,6-2,188,180,,,
bennibr01,Brian Benning,D,1966-06-10,Left,6-0,183,195,Edmonton,Alberta,ca
benniji01,Jim Benning,D,1963-04-29,Left,6-0,183,180,Edmonton,Alberta,ca
bennima01,Matt Benning,D,1994-05-25,Right,6-1,185,203,Edmonton,Alberta,ca
bennimi01,Michael Benning,D,2002-01-05,Right,5-8,173,177,Edmonton,Alberta,ca
benoian01,Andre Benoit,D,1984-01-06,Left,5-11,180,191,,,
benoijo01,Joe Benoit,RW,1916-02-27,Right,5-10,178,160,,,
benoisi01,Simon Benoit,D,1998-09-19,Left,6-3,190,192,Laval,Canada,ca
bensobi01,Bill Benson,C,1920-07-29,Left,5-11,180,165,Winnipeg,Manitoba,ca
bensobo01,Bobby Benson,D,1894-05-18,Left,5-6,168,135,Winnipeg,Manitoba,ca
bensoty01,Tyler Benson,LW,1998-03-15,Left,5-11,180,190,Edmonton,Alberta,ca
bentise01,Sean Bentivoglio,LW,1985-10-16,Left,5-10,178,190,Thorold,Ontario,ca
bentldo01,Doug Bentley,LW,1916-09-03,Left,5-8,173,145,Delisle,Saskatchewan,ca
bentlma01,Max Bentley,C,1920-03-01,Left,5-10,178,155,Delisle,Saskatchewan,ca
